,Make,Fuel,Model,Cnt,Emission,year
943,AUDI,PETROL,A3 LIMOUSINE,17752,141.0,2018
991,AUDI,PETROL,A5 SPORTBACK,16478,155.0,2018
1043,AUDI,PETROL,A1,15440,134.0,2018
1242,AUDI,PETROL,A1 SPORT NAV TFSI,12588,134.0,2018
1392,AUDI,PETROL,Q5,11139,204.0,2018
1406,AUDI,PETROL,SQ5,10918,243.0,2018
1637,AUDI,PETROL,A4 LIMOUSINE,9074,154.0,2018
1800,AUDI,PETROL,A3 CABRIOLET,7950,155.0,2018
2104,AUDI,PETROL,A1 S LINE NAV TFSI,6544,134.0,2018
2112,AUDI,PETROL,A3,6514,150.0,2018
2123,AUDI,PETROL,A5 CABRIOLET,6460,168.0,2018
2240,AUDI,PETROL,A1 SPORTBACK,5954,131.0,2018
2256,AUDI,PETROL,A6 AVANT,5904,187.0,2018
2297,AUDI,PETROL,A3 S LINE TFSI,5726,136.0,2018
2310,AUDI,PETROL,RS3 SPORTBACK,5680,189.0,2018
2557,AUDI,PETROL,S3 BLACK ED TFSI QUATTRO S-A,4984,186.0,2018
2734,AUDI,PETROL,A3 SPORT TFSI,4598,136.0,2018
2842,AUDI,PETROL,TT COUPE,4366,184.0,2018
2961,AUDI,PETROL,S3 SPORTBACK,4140,186.0,2018
2972,AUDI,PETROL,A7 SPORTBACK,4120,198.0,2018
3298,AUDI,PETROL,A3 S LINE BLACK EDITION TFSI,3602,138.0,2018
3304,AUDI,PETROL,RS4 AVANT,3596,266.0,2018
3668,AUDI,PETROL,S5 SPORTBACK,3162,283.0,2018
3836,AUDI,PETROL,A1 S LINE BLACK ED NAV TFSI,2988,137.0,2018
3875,AUDI,PETROL,TT ROADSTER,2950,189.0,2018
4754,AUDI,PETROL,Q3,2231,168.0,2018
4812,AUDI,PETROL,A5 COUPE,2195,159.0,2018
4949,AUDI,PETROL,A4 ALLROAD QUATTRO,2098,148.0,2018
5213,AUDI,PETROL,A3 SE TECHNIK TFSI,1954,132.0,2018
5433,AUDI,PETROL,A4,1842,156.0,2018
5550,AUDI,PETROL,Q2 SPORT 30 TFSI,1790,134.0,2018
5751,AUDI,PETROL,S3 LIMOUSINE,1712,181.0,2018
6210,AUDI,PETROL,S3 TFSI QUATTRO S-A,1540,184.0,2018
6365,AUDI,PETROL,A6 LIMOUSINE,1487,167.0,2018
6881,AUDI,PETROL,A3 S LINE 35 TFSI,1332,151.0,2018
7159,AUDI,PETROL,A3 S LINE 35 TFSI S-A,1262,152.0,2018
9056,AUDI,PETROL,A1 SPORT 30 TFSI,880,126.0,2018
9168,AUDI,PETROL,A3 SPORT 35 TFSI,864,151.0,2018
9295,AUDI,PETROL,A3 S LINE 30 TFSI,848,136.0,2018
9445,AUDI,PETROL,A1 SE TFSI,828,133.0,2018
9861,AUDI,PETROL,A3 S LINE BLACK ED 35 TFSI,768,152.0,2018
9862,AUDI,PETROL,A3 S LINE BLACK EDIT 30 TFSI,768,137.0,2018
10343,AUDI,PETROL,A3 S LINE BLACK ED 35 TFSI S-A,710,153.0,2018
10659,AUDI,PETROL,A3 SPORT 35 TFSI S-A,676,151.0,2018
11264,AUDI,PETROL,A3 SPORT 30 TFSI,618,135.0,2018
11847,AUDI,PETROL,Q2 SPORT 30 TFSI S-A,564,148.0,2018
13954,AUDI,PETROL,A1 S LINE 30 TFSI S-A,424,136.0,2018
14186,AUDI,PETROL,A3 SE TECHNIK 30 TFSI,410,131.0,2018
14587,AUDI,PETROL,A1 / 1.0 / TFSI,390,134.0,2018
16089,AUDI,PETROL,Q2 S LINE 35 TFSI S-A,326,156.0,2018
16337,AUDI,PETROL,A3 SE TECHNIK 35 TFSI,316,146.0,2018
16384,AUDI,PETROL,A1 S LINE 30 TFSI,314,127.0,2018
16909,AUDI,PETROL,Q2 SPORT 35 TFSI S-A,296,149.0,2018
17145,AUDI,PETROL,A3 S LINE 30 TFSI S-A,288,142.0,2018
18292,AUDI,PETROL,Q3 S LINE 35 TFSI S-A,254,168.0,2018
19358,AUDI,PETROL,A3 S LINE BLACK ED 30 TFSI S-A,226,143.0,2018
19797,AUDI,PETROL,A3 SPORT 30 TFSI S-A,216,142.0,2018
148,AUDI,PETROL,A1 SPORTBACK,87793,135.0,2019
169,AUDI,PETROL,Q3,81324,177.0,2019
198,AUDI,PETROL,Q2,74188,152.0,2019
236,AUDI,PETROL,A3 SPORTBACK,66714,147.0,2019
515,AUDI,PETROL,A4 AVANT,32846,163.0,2019
899,AUDI,PETROL,A5 SPORTBACK,18548,165.0,2019
901,AUDI,PETROL,A1,18520,130.0,2019
950,AUDI,PETROL,A3 LIMOUSINE,17590,145.0,2019
1513,AUDI,PETROL,A3,9980,147.0,2019
1614,AUDI,PETROL,A3 CABRIOLET,9196,158.0,2019
1662,AUDI,PETROL,A6 AVANT,8874,193.0,2019
1707,AUDI,PETROL,RS 3 SPORTBACK,8572,215.0,2019
1711,AUDI,PETROL,A4 LIMOUSINE,8550,158.0,2019
1739,AUDI,PETROL,A1 SPORT 30 TFSI,8396,128.0,2019
2018,AUDI,PETROL,A1 S LINE 30 TFSI,6874,129.0,2019
2100,AUDI,PETROL,Q5,6565,199.0,2019
2228,AUDI,PETROL,TT COUPE,5988,172.0,2019
2499,AUDI,PETROL,A3 S LINE 35 TFSI S-A,5126,151.0,2019
2535,AUDI,PETROL,A5 CABRIOLET,5044,174.0,2019
2674,AUDI,PETROL,Q3 S LINE 35 TFSI S-A,4714,169.0,2019
2709,AUDI,PETROL,A1 S LINE 30 TFSI S-A,4634,138.0,2019
2711,AUDI,PETROL,A4,4632,161.0,2019
2713,AUDI,PETROL,S3 SPORTBACK,4632,186.0,2019
2846,AUDI,PETROL,A4 ALLROAD QUATTRO,4350,180.0,2019
2992,AUDI,PETROL,Q2 SPORT 30 TFSI,4080,136.0,2019
3057,AUDI,PETROL,TT ROADSTER,3942,179.0,2019
3084,AUDI,PETROL,A5 S LINE 40 TFSI S-A,3904,164.0,2019
3152,AUDI,PETROL,Q2 S LINE 35 TFSI S-A,3794,156.0,2019
3212,AUDI,PETROL,A6 LIMOUSINE,3718,185.0,2019
3239,AUDI,PETROL,A3 S LINE BLACK ED 35 TFSI S-A,3674,152.0,2019
3299,AUDI,PETROL,Q3 S LINE 40 TFSI QUATTRO S-A,3600,204.0,2019
3387,AUDI,PETROL,S3 BLACK ED TFSI QUATTRO S-A,3486,185.0,2019
3540,AUDI,PETROL,A5 S LINE 35 TFSI S-A,3316,161.0,2019
3577,AUDI,PETROL,Q3 SPORT 35 TFSI,3264,157.0,2019
3597,AUDI,PETROL,A3 S LINE 35 TFSI,3236,151.0,2019
3621,AUDI,PETROL,Q3 S LINE 35 TFSI,3208,162.0,2019
3862,AUDI,PETROL,A1 SPORT 30 TFSI S-A,2964,136.0,2019
3877,AUDI,PETROL,Q3 SPORTBACK,2950,195.0,2019
3899,AUDI,PETROL,SQ2,2922,196.0,2019
3973,AUDI,PETROL,A3 SPORT 35 TFSI,2854,150.0,2019
3986,AUDI,PETROL,RS4 AVANT,2840,220.0,2019
4288,AUDI,PETROL,Q5 S LINE 45 TFSI QUATTRO S-A,2582,200.0,2019
4355,AUDI,PETROL,A4 S LINE BLACK ED 35 TFSI S-A,2532,166.0,2019
4492,AUDI,PETROL,A1 S LINE 35 TFSI S-A,2428,145.0,2019
4499,AUDI,PETROL,A5,2424,162.0,2019
4547,AUDI,PETROL,A1 S LINE 35 TFSI,2382,139.0,2019
4579,AUDI,PETROL,Q2 SPORT 35 TFSI S-A,2364,149.0,2019
4729,AUDI,PETROL,S3 TFSI QUATTRO S-A,2246,185.0,2019
4804,AUDI,PETROL,A4 S LINE 40 TFSI S-A,2200,166.0,2019
4867,AUDI,PETROL,TT S LINE 40 TFSI S-A,2150,156.0,2019
4895,AUDI,PETROL,RS3 LIMOUSINE,2132,214.0,2019
4918,AUDI,PETROL,A1 S LN COMPETITION 40 TFSI SA,2116,158.0,2019
4957,AUDI,PETROL,Q2 SPORT 35 TFSI,2096,149.0,2019
5086,AUDI,PETROL,Q3 SPORT 35 TFSI S-A,2026,163.0,2019
5119,AUDI,PETROL,A5 COUPE,2012,163.0,2019
5233,AUDI,PETROL,A4 S LINE BLACK ED 40 TFSI SA,1944,168.0,2019
5300,AUDI,PETROL,Q2 S LINE 35 TFSI,1906,156.0,2019
5327,AUDI,PETROL,A1 SPORT 25 TFSI,1894,128.0,2019
5378,AUDI,PETROL,A7 SPORTBACK,1868,199.0,2019
5393,AUDI,PETROL,A1 SE 30 TFSI,1864,123.0,2019
5503,AUDI,PETROL,A4 S LINE 35 TFSI S-A,1810,165.0,2019
5527,AUDI,PETROL,A1 SPORT 35 TFSI,1800,138.0,2019
5644,AUDI,PETROL,A3 SPORT 35 TFSI S-A,1748,151.0,2019
5670,AUDI,PETROL,SQ2 TFSI QUATTRO S-A,1738,193.0,2019
5673,AUDI,PETROL,A4 S LINE 35 TFSI,1736,165.0,2019
5685,AUDI,PETROL,A4 S LINE BLACK ED 35 TFSI,1734,165.0,2019
5693,AUDI,PETROL,A5 S LINE BLACK ED 40 TFSI SA,1728,162.0,2019
5715,AUDI,PETROL,A1 SPORTBACK,1724,136.0,2019
5764,AUDI,PETROL,RS5 SPORTBACK,1708,216.0,2019
5891,AUDI,PETROL,A5 S LINE BLACK ED 35 TFSI SA,1654,163.0,2019
6130,AUDI,PETROL,A3 S LINE BLACK ED 30 TFSI,1572,137.0,2019
6159,AUDI,PETROL,A3 S LINE BLACK ED 35 TFSI,1560,151.0,2019
6339,AUDI,PETROL,Q5 S LN BLK ED 45 TFSI QUAT SA,1498,199.0,2019
6491,AUDI,PETROL,A4 SPORT 35 TFSI,1448,162.0,2019
6654,AUDI,PETROL,S3 LIMOUSINE,1400,184.0,2019
6674,AUDI,PETROL,Q8,1396,246.0,2019
6748,AUDI,PETROL,A3 SE TECHNIK 30 TFSI,1372,130.0,2019
6757,AUDI,PETROL,A1 S LINE 25 TFSI,1368,131.0,2019
7250,AUDI,PETROL,Q3 SPORT 40 TFSI QUATTRO S-A,1242,198.0,2019
7292,AUDI,PETROL,Q2 S LINE BLACK ED 35 TFSI SA,1232,161.0,2019
7448,AUDI,PETROL,TT S LINE 45 TFSI QUATTRO S-A,1192,184.0,2019
7633,AUDI,PETROL,TT SPORT 40 TFSI S-A,1148,155.0,2019
7648,AUDI,PETROL,TT RS COUPE,1144,208.0,2019
7675,AUDI,PETROL,A1 SPORT 35 TFSI S-A,1140,144.0,2019
7723,AUDI,PETROL,A3 S LINE 30 TFSI,1128,135.0,2019
7905,AUDI,PETROL,RS 3 AUDI SPRT ED TFSI QUAT SA,1088,214.0,2019
8131,AUDI,PETROL,A3 SPORT 30 TFSI,1040,134.0,2019
8360,AUDI,PETROL,A1 CITY CARVER,996,145.0,2019
8422,AUDI,PETROL,Q2 SPORT 30 TFSI S-A,986,148.0,2019
8474,AUDI,PETROL,TT S LINE BLACK ED 40 TFSI S-A,978,157.0,2019
8548,AUDI,PETROL,Q3 S LINE 45 TFSI QUATTRO S-A,964,201.0,2019
8635,AUDI,PETROL,R8 COUPE,946,300.0,2019
8644,AUDI,PETROL,A1 CITYCARVER,946,145.0,2019
8714,AUDI,PETROL,A5 SPORT 35 TFSI S-A,934,160.0,2019
9083,AUDI,PETROL,RS 5 AUDI SPORT ED TFSI QUAT A,876,214.0,2019
9629,AUDI,PETROL,A4 SPORT 35 TFSI S-A,800,161.0,2019
9688,AUDI,PETROL,TTS COUPE,792,182.0,2019
9690,AUDI,PETROL,Q2 S LINE BLACK ED 35 TFSI,792,161.0,2019
9772,AUDI,PETROL,A3 SE TECHNIK 35 TFSI,780,145.0,2019
9809,AUDI,PETROL,S3 CABRIOLET,774,191.0,2019
9918,AUDI,PETROL,TT S LINE 45 TFSI S-A,760,165.0,2019
10127,AUDI,PETROL,RS 3 TFSI QUATTRO S-A,734,213.0,2019
10312,AUDI,PETROL,A4 S LINE BLACK ED 40 TFSI S-A,712,166.0,2019
10788,AUDI,PETROL,A8,664,224.0,2019
10960,AUDI,PETROL,Q2 S LINE 40 TFSI QUATTRO S-A,648,185.0,2019
11135,AUDI,PETROL,Q3 S LINE VORSPRUNG 35 TFSI SA,630,173.0,2019
11247,AUDI,PETROL,Q5 SPORT 45 TFSI QUATTRO S-A,620,193.0,2019
11262,AUDI,PETROL,A6 S LINE 45 TFSI QUATTRO S-A,618,186.0,2019
11377,AUDI,PETROL,RS6 AVANT,608,288.0,2019
11449,AUDI,PETROL,RS Q3 SPORTBACK,600,230.0,2019
11828,AUDI,PETROL,TT RS ROADSTER,566,214.0,2019
12220,AUDI,PETROL,Q2 SE 30 TFSI,536,136.0,2019
12274,AUDI,PETROL,R8 SPYDER,532,305.0,2019
12513,AUDI,PETROL,RS 4 AUDI SPORT ED TFSI QUAT A,512,219.0,2019
12516,AUDI,PETROL,A3 S LINE 30 TFSI S-A,512,142.0,2019
12643,AUDI,PETROL,TT S-LN BLK ED 45 TFSI QUAT SA,506,184.0,2019
12682,AUDI,PETROL,A5 S LINE 40 TFSI,504,164.0,2019
12817,AUDI,PETROL,Q3 S-LN V-SPRNG 40TFSI QUAT SA,494,208.0,2019
13001,AUDI,PETROL,A1 SE 25 TFSI,482,126.0,2019
13263,AUDI,PETROL,A3 S LINE BLACK ED 30 TFSI S-A,464,143.0,2019
13297,AUDI,PETROL,A1 S LINE STYLE ED 35 TFSI S-A,462,146.0,2019
13383,AUDI,PETROL,A3 SPORT 30 TFSI S-A,456,141.0,2019
13434,AUDI,PETROL,Q2 S LINE 30 TFSI,454,142.0,2019
13655,AUDI,PETROL,RS 4 AVANT,442,220.0,2019
13668,AUDI,PETROL,A5 S LINE 45 TFSI QUATTRO S-A,440,176.0,2019
13703,AUDI,PETROL,A6 S LN BLK ED 45 TFSI QUAT SA,438,190.0,2019
13866,AUDI,PETROL,RS 3 LIMOUSINE,428,215.0,2019
14024,AUDI,PETROL,A1 SE 30 TFSI S-A,420,132.0,2019
14130,AUDI,PETROL,A5 SPORT 40 TFSI S-A,414,163.0,2019
14225,AUDI,PETROL,A4 SE 35 TFSI,408,157.0,2019
14505,AUDI,PETROL,TT S LINE 45 TFSI,394,162.0,2019
14665,AUDI,PETROL,A3 SE TECHNIK 35 TFSI S-A,386,147.0,2019
14676,AUDI,PETROL,A4 SPORT 40 TFSI S-A,386,161.0,2019
14881,AUDI,PETROL,RS Q8,376,318.0,2019
14922,AUDI,PETROL,Q3 S-LN V-SPRNG 45TFSI QUAT SA,374,205.0,2019
15069,AUDI,PETROL,A1 SPORTBACK,366,129.0,2019
15109,AUDI,PETROL,RS Q3,364,230.0,2019
15132,AUDI,PETROL,A4 S LINE 45 TFSI QUATTRO S-A,364,179.0,2019
15170,AUDI,PETROL,TTS ROADSTER,362,187.0,2019
15179,AUDI,PETROL,RS 5 SPORTBACK,362,217.0,2019
15426,AUDI,PETROL,A1 TECHNIK 25 TFSI,352,128.0,2019
15522,AUDI,PETROL,A4 SE 35 TFSI S-A,348,157.0,2019
15825,AUDI,PETROL,A1 S LN CONTRAST ED 35 TFSI SA,336,145.0,2019
15834,AUDI,PETROL,A6 SPORT 45 TFSI QUATTRO S-A,336,184.0,2019
15896,AUDI,PETROL,TTS TFSI QUATTRO S-A,334,183.0,2019
16347,AUDI,PETROL,TTRS AUDI SPRT ED TFSI QUAT SA,316,209.0,2019
16407,AUDI,PETROL,A1 S LINE STYLE ED 35 TFSI,314,140.0,2019
16480,AUDI,PETROL,RS5 COUPE,310,212.0,2019
16660,AUDI,PETROL,A3 S LINE 40 TFSI QUATTRO S-A,304,169.0,2019
16729,AUDI,PETROL,Q2 S LINE BLACK ED 30 TFSI,302,146.0,2019
16771,AUDI,PETROL,TT 20 YEARS TFSI QUATTRO S-A,300,184.0,2019
16987,AUDI,PETROL,A5 S LINE BLACK ED 40 TFSI,292,163.0,2019
16995,AUDI,PETROL,RS,292,214.0,2019
17272,AUDI,PETROL,RS7 SPORTBACK,284,286.0,2019
17604,AUDI,PETROL,TT SPORT 45 TFSI QUATTRO S-A,274,181.0,2019
18023,AUDI,PETROL,A8 L,262,227.0,2019
18089,AUDI,PETROL,TT,260,172.0,2019
18356,AUDI,PETROL,Q3 S LINE VOR 40 TFSI QUAT S-A,252,208.0,2019
18385,AUDI,PETROL,TT SPORT 45 TFSI,250,161.0,2019
18421,AUDI,PETROL,A3 SE TECHNIK 30 TFSI S-A,250,138.0,2019
18683,AUDI,PETROL,A5 SPORT 40 TFSI,244,162.0,2019
18826,AUDI,PETROL,Q2 TECHNIK 30 TFSI,240,135.0,2019
18918,AUDI,PETROL,Q3 S LINE VOR 45 TFSI QUAT S-A,238,205.0,2019
18947,AUDI,PETROL,A1,236,134.0,2019
18994,AUDI,PETROL,A4 S LN BLK ED 45 TFSI QUAT SA,236,180.0,2019
19550,AUDI,PETROL,A5 S LINE EDITION 40 TFSI,222,172.0,2019
604,AUDI,PETROL,A1 SPORTBACK,28714,136.0,2020
693,AUDI,PETROL,Q2,24705,147.0,2020
800,AUDI,PETROL,Q3,20975,167.0,2020
1192,AUDI,PETROL,Q3 SPORTBACK,13456,172.0,2020
1238,AUDI,PETROL,A3 SPORTBACK,12643,134.0,2020
1402,AUDI,PETROL,A4 AVANT,11003,159.0,2020
1597,AUDI,PETROL,A3 SPORTBACK,9259,146.0,2020
1921,AUDI,PETROL,A1,7324,132.0,2020
2170,AUDI,PETROL,A5 SPORTBACK,6254,166.0,2020
2469,AUDI,PETROL,A1 CITYCARVER,5235,142.0,2020
3026,AUDI,PETROL,A3 LIMOUSINE,3989,144.0,2020
3320,AUDI,PETROL,A3 CABRIOLET,3574,158.0,2020
3508,AUDI,PETROL,A4 LIMOUSINE,3354,154.0,2020
3598,AUDI,PETROL,A3 LIMOUSINE,3233,131.0,2020
3998,AUDI,PETROL,Q3 S LINE 35 TFSI MHEV S-A,2822,160.0,2020
4702,AUDI,PETROL,RS Q3 SPORTBACK,2265,230.0,2020
4921,AUDI,PETROL,A1 S LINE 30 TFSI,2114,132.0,2020
5108,AUDI,PETROL,A3 S LINE 35 TFSI,2017,140.0,2020
5304,AUDI,PETROL,A3 S LINE 35 TFSI MHEV S-A,1905,136.0,2020
5344,AUDI,PETROL,Q2 SPORT 30 TFSI,1886,135.0,2020
5347,AUDI,PETROL,RS6 AVANT,1883,288.0,2020
5404,AUDI,PETROL,TT COUPE,1859,162.0,2020
5516,AUDI,PETROL,A3,1805,146.0,2020
5597,AUDI,PETROL,Q5,1771,155.0,2020
5672,AUDI,PETROL,Q3 S LINE 35 TFSI,1737,157.0,2020
5713,AUDI,PETROL,Q2 S LINE 35 TFSI S-A,1724,151.0,2020
5766,AUDI,PETROL,A6 AVANT,1707,192.0,2020
5925,AUDI,PETROL,A1 SPORT 30 TFSI,1643,130.0,2020
5934,AUDI,PETROL,RS Q8,1637,316.0,2020
5963,AUDI,PETROL,A5 CABRIOLET,1627,171.0,2020
6001,AUDI,PETROL,RS 3 SPORTBACK,1616,215.0,2020
6564,AUDI,PETROL,A1 S LINE 35 TFSI S-A,1424,143.0,2020
6566,AUDI,PETROL,A4 ALLROAD QUATTRO,1423,182.0,2020
6934,AUDI,PETROL,A1 CITY CARVER,1319,142.0,2020
6964,AUDI,PETROL,A1 SPORT 25 TFSI,1312,130.0,2020
7275,AUDI,PETROL,Q5 S LN BLK ED 45 TFSI QUAT SA,1235,199.0,2020
7376,AUDI,PETROL,A6 LIMOUSINE,1210,182.0,2020
7418,AUDI,PETROL,TT ROADSTER,1198,169.0,2020
7676,AUDI,PETROL,A1 TECHNIK 25 TFSI,1140,127.0,2020
7969,AUDI,PETROL,RS 6 AVANT,1073,289.0,2020
7984,AUDI,PETROL,A3,1069,136.0,2020
8060,AUDI,PETROL,Q2 S LINE 30 TFSI,1056,141.0,2020
8069,AUDI,PETROL,A3 TECHNIK 30 TFSI,1054,124.0,2020
8192,AUDI,PETROL,Q2 SPORT 35 TFSI S-A,1027,146.0,2020
8193,AUDI,PETROL,Q2 S LINE BLACK ED 35 TFSI SA,1027,152.0,2020
8577,AUDI,PETROL,Q3 S LINE 40 TFSI QUATTRO S-A,958,204.0,2020
8585,AUDI,PETROL,A1 S LINE 25 TFSI,957,132.0,2020
8614,AUDI,PETROL,Q3 SPORT 35 TFSI,951,153.0,2020
8626,AUDI,PETROL,Q5 S LINE 45 TFSI QUATTRO S-A,949,199.0,2020
8728,AUDI,PETROL,RS4 AVANT,932,224.0,2020
8996,AUDI,PETROL,A3 S LINE 30 TFSI,889,131.0,2020
9120,AUDI,PETROL,A1 S LINE 30 TFSI S-A,871,142.0,2020
9176,AUDI,PETROL,TT S LINE 40 TFSI S-A,863,156.0,2020
9460,AUDI,PETROL,Q2 S LINE 35 TFSI,825,147.0,2020
9550,AUDI,PETROL,Q2 SPORT 35 TFSI,812,141.0,2020
9558,AUDI,PETROL,A4 S LINE BLACK ED 35 TFSI S-A,810,165.0,2020
9640,AUDI,PETROL,S3 SPORTBACK,799,185.0,2020
10110,AUDI,PETROL,Q3 SPORT 35 TFSI MHEV S-A,736,155.0,2020
10413,AUDI,PETROL,A3 TECHNIK 35 TFSI,702,132.0,2020
10466,AUDI,PETROL,RS Q3,696,229.0,2020
10486,AUDI,PETROL,Q2 TECHNIK 30 TFSI,694,135.0,2020
10516,AUDI,PETROL,A3 SPORT 30 TFSI,690,125.0,2020
10571,AUDI,PETROL,RS3 LIMOUSINE,685,214.0,2020
10613,AUDI,PETROL,A5 S LINE 40 TFSI MHEV S-A,680,160.0,2020
10681,AUDI,PETROL,A1 SPORT 30 TFSI S-A,673,140.0,2020
10802,AUDI,PETROL,Q2 S LINE BLACK ED 35 TFSI,663,149.0,2020
10831,AUDI,PETROL,S5 CABRIOLET,660,211.0,2020
10927,AUDI,PETROL,A4 S LINE 35 TFSI S-A,651,164.0,2020
10996,AUDI,PETROL,A4,645,158.0,2020
11017,AUDI,PETROL,S3 TFSI QUATTRO S-A,642,182.0,2020
11214,AUDI,PETROL,S3 BLACK ED TFSI QUATTRO S-A,624,185.0,2020
11255,AUDI,PETROL,TT S LINE BLACK ED 40 TFSI S-A,619,157.0,2020
11468,AUDI,PETROL,A4 S LINE 40 TFSI S-A,599,165.0,2020
11574,AUDI,PETROL,Q2 S LINE BLACK ED 30 TFSI,589,143.0,2020
12174,AUDI,PETROL,Q8,539,247.0,2020
12375,AUDI,PETROL,A3 SPORT 35 TFSI,523,135.0,2020
12621,AUDI,PETROL,A3 S LINE 35 TFSI S-A,507,151.0,2020
12639,AUDI,PETROL,SQ2,506,194.0,2020
12717,AUDI,PETROL,Q3 S LINE ED 1 35 TFSI MHEV SA,501,163.0,2020
12942,AUDI,PETROL,S3 SPORTBACK,486,186.0,2020
13092,AUDI,PETROL,RS5 SPORTBACK,476,220.0,2020
13467,AUDI,PETROL,A7 SPORTBACK,451,195.0,2020
13529,AUDI,PETROL,A3 S LINE BLACK ED 35 TFSI S-A,448,146.0,2020
13635,AUDI,PETROL,Q3 S LINE 45 TFSI QUATTRO S-A,442,200.0,2020
13747,AUDI,PETROL,S8,436,267.0,2020
13929,AUDI,PETROL,Q3 S LINE VOR 45 TFSI QUAT S-A,425,205.0,2020
14014,AUDI,PETROL,TT SPORT 40 TFSI S-A,420,155.0,2020
14074,AUDI,PETROL,A1 SPORT 25 TFSI S-A,417,140.0,2020
14610,AUDI,PETROL,A4 S LINE BLACK ED 40 TFSI SA,389,165.0,2020
14619,AUDI,PETROL,A5 S LINE BLACK ED 35 TFSI SA,388,163.0,2020
14932,AUDI,PETROL,A3 S LINE EDITION 1 35 TFSI,373,141.0,2020
14966,AUDI,PETROL,A5 S LINE ED 1 40 TFSI MHEV SA,372,163.0,2020
15071,AUDI,PETROL,A1 S LINE COMPETITION TFSI S-A,366,158.0,2020
15165,AUDI,PETROL,A1 CITYCARVER 30 TFSI S-A,362,146.0,2020
15249,AUDI,PETROL,RS 6 V-SPRUNG TFSI MHEV QUAT A,359,290.0,2020
15251,AUDI,PETROL,A1 S LINE STYLE ED 35 TFSI S-A,359,144.0,2020
15299,AUDI,PETROL,A3 SPORT 35 TFSI MHEV S-A,357,131.0,2020
15456,AUDI,PETROL,A5 COUPE,350,161.0,2020
15501,AUDI,PETROL,A3 SE TECHNIK 30 TFSI,349,128.0,2020
15549,AUDI,PETROL,A4 S LINE BLACK ED 35 TFSI,347,165.0,2020
15730,AUDI,PETROL,Q3 S LINE VOR 40 TFSI QUAT S-A,340,208.0,2020
16118,AUDI,PETROL,A1 SPORT 35 TFSI S-A,325,142.0,2020
16209,AUDI,PETROL,A5,322,162.0,2020
16425,AUDI,PETROL,A4 S LN BLK ED 35 TFSI MHEV SA,313,157.0,2020
16577,AUDI,PETROL,A1 TECHNIK 30 TFSI,307,125.0,2020
16703,AUDI,PETROL,RS7 SPORTBACK,303,286.0,2020
16767,AUDI,PETROL,R8 SPYDER,301,308.0,2020
16840,AUDI,PETROL,A1 SPORTBACK,298,129.0,2020
16877,AUDI,PETROL,Q3 S LINE ED 1 40 TFSI QUAT SA,296,207.0,2020
16923,AUDI,PETROL,A3 S LINE BLACK ED 35 TFSI,295,146.0,2020
16977,AUDI,PETROL,A1 S LINE 25 TFSI S-A,293,144.0,2020
17411,AUDI,PETROL,A4 SPORT 35 TFSI S-A,279,155.0,2020
17454,AUDI,PETROL,RS Q3 TFSI QUATTRO S-A,278,229.0,2020
17492,AUDI,PETROL,Q3 S LINE EDITION 1 35 TFSI,277,160.0,2020
17510,AUDI,PETROL,S3 CABRIOLET,276,192.0,2020
17522,AUDI,PETROL,RS 4 AVANT,276,224.0,2020
17609,AUDI,PETROL,S3 LIMOUSINE,274,183.0,2020
17661,AUDI,PETROL,TTS COUPE,272,181.0,2020
17906,AUDI,PETROL,A5 S LINE 35 TFSI S-A,265,161.0,2020
18112,AUDI,PETROL,Q7,259,205.0,2020
18115,AUDI,PETROL,TT RS COUPE,259,209.0,2020
18225,AUDI,PETROL,RS 4 CARBON BLACK TFSI QUAT A,256,224.0,2020
18382,AUDI,PETROL,Q7 SLN BLK ED 55TFSI MHEV QT A,250,241.0,2020
18534,AUDI,PETROL,A3 S LINE 35 TFSI,247,148.0,2020
18699,AUDI,PETROL,R8 COUPE,243,298.0,2020
18757,AUDI,PETROL,A6 S LN BLK ED 45 TFSI QUAT SA,242,190.0,2020
18819,AUDI,PETROL,TTS ROADSTER,240,187.0,2020
18923,AUDI,PETROL,RS Q3 SPORT ED TFSI QUATTRO SA,237,230.0,2020
18925,AUDI,PETROL,TTS BLACK ED TFSI QUATTRO S-A,237,182.0,2020
18931,AUDI,PETROL,RS 3 AUDI SPRT ED TFSI QUAT SA,237,215.0,2020
18987,AUDI,PETROL,RS Q8 VSPRUNG TFSI MHEV QUAT A,236,317.0,2020
19185,AUDI,PETROL,A6 SPORT 45 TFSI QUATTRO S-A,231,183.0,2020
19195,AUDI,PETROL,Q5 SPORT 45 TFSI QUATTRO S-A,231,192.0,2020
19261,AUDI,PETROL,S3 LIMOUSINE,229,180.0,2020
19377,AUDI,PETROL,TT S-LN BLK ED 45 TFSI QUAT SA,226,184.0,2020
19410,AUDI,PETROL,A8,226,228.0,2020
19708,AUDI,PETROL,Q2 TECHNIK 35 TFSI S-A,218,147.0,2020
19717,AUDI,PETROL,A1 TECHNIK 25 TFSI S-A,218,138.0,2020
6216,AUDI,PETROL/ELECTRIC,A3 SPORTBACK E-TRON,1540,0.0,2017
2721,AUDI,PETROL/ELECTRIC,A3 SPORTBACK E-TRON,4618,139.0,2018
2910,AUDI,PETROL/ELECTRIC,Q5,4241,66.0,2019
10109,AUDI,PETROL/ELECTRIC,Q5 S LN COMP 55 TFSI E QUAT SA,736,56.0,2019
